G,AG,dist,mass,radius,lum,MG,teff,logg,met
15,2.142,6347.4332,3.246,10.244,2.304,-1.155,6757.204,2.855,0.148
15,5.25,254.6839,1.136,1.493,0.805,2.72,7466.791,4.123,-1.39
15,0.576,29861.0786,3.696,22.607,3.04,-2.951,6949.852,2.28,-1.392
15,2.842,4811.4192,0.99,21.569,2.428,-1.254,5001.27,1.75,-2.486
15,6.467,237.833,1.491,3.848,1.214,1.652,5886.939,3.415,-0.687
15,0.713,197.0085,0.483,0.404,-1.169,7.814,4610.726,4.888,-2.195
15,4.028,6773.6095,0.942,71.959,3.263,-3.182,4428.52,0.7,-2.192
15,0.609,71278.5512,2.788,148.612,3.912,-4.874,4477.887,0.513,-2.567
15,0.686,773.6628,0.86,0.921,-0.074,4.871,5734.939,4.428,-0.284
15,5.679,177.5586,0.988,1.146,0.682,3.074,7938.511,4.261,-2.301
15,0.46,8497.0041,0.958,16.052,2.001,-0.106,4533.539,2.011,-0.934
15,2.047,5007.4365,0.903,16.493,2.147,-0.545,4865.818,1.94,-1.586
15,6.648,153.4926,1.685,3.662,0.935,2.422,5137.505,3.515,0.153
15,0.423,1212.5153,1.196,1.116,0.195,4.158,6081.773,4.393,0.215
15,3.862,6126.2854,4.166,35.487,3.002,-2.798,5424.583,1.933,-0.941
15,5.468,1277.2816,2.721,10.189,2.267,-0.999,6631.862,2.891,-1.333
15,4.71,4510.8389,4.103,19.724,3.049,-2.981,7476.545,2.495,-0.774
15,3.485,2428.1211,2.775,8.003,2.015,-0.412,6474.064,3.002,0.112
15,3.024,700.5815,1.128,2.363,0.782,2.749,5858.425,3.705,-0.633
15,6.782,217.4564,1.617,2.493,1.264,1.532,7528.965,3.861,-0.914
15,0.189,2787.2338,0.978,1.92,0.867,2.585,6825.31,3.785,-1.985
15,0.338,1013.0967,0.82,0.792,0.066,4.634,6701.083,4.522,-2.61
15,0.115,27937.5293,3.472,33.917,2.848,-2.345,5077.954,1.899,-1.554
15,2.539,11641.318,4.492,19.227,3.002,-2.869,7373.002,2.551,-0.459
15,0.831,312230.1784,22.822,499.018,5.197,-8.303,5118.492,0.409,-0.475
15,0.078,3168.214,1.608,1.736,0.892,2.418,7280.657,4.144,0.087
15,3.446,510.8995,1.428,1.332,0.665,3.012,7296.459,4.468,-0.134
15,2.854,446.1683,1.252,1.166,0.298,3.898,6311.99,4.411,0.286
15,0.741,44716.9521,5.551,40.732,3.443,-3.994,6525.809,1.931,-0.251
15,1.728,12302.3218,4.275,21.359,2.727,-2.178,5969.065,2.363,0.128
15,0.6,1436.5672,0.897,1.802,0.434,3.613,5490.126,3.931,-0.547
15,6.673,2865.4514,5.221,50.371,3.458,-3.959,5921.185,1.784,-2.167
15,1.092,1210.3095,0.996,1.069,0.51,3.494,7447.023,4.334,-1.956
15,4.762,316.2534,1.519,1.377,0.778,2.737,7659.685,4.327,-0.151
15,2.482,503.2648,0.914,1.372,0.263,4.009,5703.23,4.177,-0.316
15,0.944,2233.6295,1.683,1.645,0.941,2.311,7694.511,4.22,0.083
15,0.513,1616.6927,0.814,1.321,0.532,3.444,6785.647,4.053,-2.406
15,1.098,19719.396,4.633,44.494,2.962,-2.572,4735.322,1.796,-0.034
15,0.17,4298.4916,1.55,2.132,1.222,1.664,7944.527,3.938,-1.088
15,0.342,159747.3683,10.523,224.912,4.48,-6.36,5046.536,0.728,-1.162
15,0.431,715.1625,0.824,0.756,-0.237,5.297,5762.497,4.578,-0.69
15,0.878,2406.0776,1.693,1.935,0.967,2.215,7200.611,4.077,0.234
15,3.38,10226.4496,5.671,41.665,3.232,-3.428,5714.973,1.983,0.17
15,3.731,15650.0102,6.356,80.525,3.776,-4.703,5625.149,1.271,-1.75
15,0,2225.7324,1.309,1.19,0.576,3.262,7332.496,4.437,-0.443
15,3.133,1408.4451,0.982,9.248,1.493,1.123,4458.341,2.54,-0.29
15,5.383,181.0779,0.837,1.629,0.565,3.327,6226.964,3.982,-1.698
15,0.404,775.7294,0.901,0.735,-0.175,5.147,6052.655,4.724,-0.54
15,3.053,7607.4884,3.53,18.433,2.84,-2.46,6859.668,2.491,-0.733
15,5.907,166.5809,1.268,1.328,0.69,2.985,7412.311,4.274,-0.618
15,0.634,1168.9383,1.06,0.89,0.298,4.027,7226.926,4.574,-1.815
15,1.657,57330.3406,7.562,92.956,4.046,-5.448,6114.514,1.329,-0.929
15,1.454,355.406,0.847,0.733,-0.422,5.793,5259.429,4.67,-0.206
15,1.059,53231.0274,6.593,104.488,3.775,-4.69,4934.777,1.17,-0.791
15,5.761,383.8565,0.921,7.381,1.394,1.318,4713.484,2.708,-0.633
15,6.835,256.5682,1.987,3.638,1.407,1.119,6765.054,3.613,-0.064
15,2.891,23472.8487,7.013,114.211,3.844,-4.744,4911.859,1.069,-0.538
15,1.296,98519.4625,10.445,219.194,4.4,-6.264,4881.869,0.751,-0.251
15,0.04,6435.4607,2.016,5.709,1.497,0.917,5688.544,3.237,-0.25
15,5.183,167.3378,0.875,1.139,0.425,3.699,6872.441,4.254,-1.948
15,2.369,328.0998,0.894,0.764,-0.135,5.051,6076.218,4.632,-1.079
15,3.314,365.644,1.036,1.856,0.35,3.87,5155.124,3.907,0.106
15,0.301,23618.5046,3.278,20.445,2.733,-2.167,6122.212,2.3,-1.042
15,5.981,94.3207,0.878,0.93,0.256,4.146,6899.85,4.415,-2.335
15,4.527,345.6092,1.351,2.283,0.749,2.781,5847.992,3.832,0.246
15,0.584,3544.0051,1.419,3.113,1.21,1.669,6529.841,3.542,-1.088
15,3.609,662.9807,1.262,2.086,0.964,2.284,6923.486,3.902,-0.712
15,2.252,573.3043,0.944,1.033,0.315,3.956,6770.434,4.363,-1.45
15,2.085,7677.2338,4.059,30.807,2.573,-1.511,4547.546,2.06,0.208
15,0.384,28059.4421,3.834,35.835,2.96,-2.624,5269.232,1.888,-2.11
15,2.069,626.5337,1.035,0.907,0.334,3.947,7306.583,4.515,-2.203
15,5.931,196.6156,1.088,1.794,0.849,2.601,6989.507,3.947,-1.391
15,6.558,90.0392,0.921,1.894,0.424,3.67,5324.486,3.862,-0.456
15,4.372,4275.8808,2.27,40.234,2.943,-2.528,4923.814,1.54,-1.728
15,0.484,16852.1128,3.774,17.32,2.505,-1.617,5833.462,2.582,-0.014
15,5.289,1236.581,2.69,10.058,2.173,-0.75,6324.636,2.764,-1.053
15,4.771,10107.6635,6.06,206.839,4.008,-4.795,4010.369,0.587,-0.338
15,3.071,15460.4621,5.36,51.059,3.488,-4.017,5984.994,1.679,-2.238
15,3.495,7619.554,1.148,71.561,3.191,-2.905,4260.521,0.771,-1.509
15,0.786,1312.9738,1.072,1.425,0.417,3.623,6112.845,4.14,-0.181
15,4.914,75.4576,0.685,0.648,-0.374,5.698,5749.186,4.626,-2.236
15,0.76,19111.1145,4.494,29.376,2.753,-2.166,5167.787,2.031,0.196
15,4.684,26550.5411,11.526,159.523,4.564,-6.804,6290.542,1.054,0.052
15,0.17,84793.6907,6.571,54.044,3.769,-4.812,6837.937,1.787,-0.364
15,4.539,4124.1889,3.577,20.061,2.903,-2.616,6817.395,2.38,-1.097
15,0.161,7885.1127,1.933,4.042,1.737,0.355,7764.587,3.51,-1.118
15,2.436,20600.888,5.212,50.025,3.478,-4.005,6009.088,1.746,-1.8
15,0.634,2559.0458,1.597,1.585,0.945,2.326,7858.343,4.231,-0.169
15,0.097,5262.9175,1.637,4.776,1.361,1.296,5751.22,3.344,-1.126
15,2.301,1710.613,1.612,2.761,1.259,1.534,7131.042,3.717,-0.803
15,1.968,6246.3681,2.647,15.387,2.264,-0.946,5389.237,2.479,-0.9
15,1.028,101831.8171,10.495,289.88,4.441,-6.068,4345.015,0.493,-0.872
15,1.914,16150.0406,0.866,62.081,3.145,-2.955,4455.765,0.814,-2.32
15,1.289,120.5561,0.499,0.449,-1.285,8.305,4088.402,4.794,-0.301
15,5.409,1836.6505,1.261,24.996,2.625,-1.729,5203.118,1.595,-2.639
15,3.719,92.6756,0.709,0.596,-0.658,6.447,5091.922,4.891,-0.781
15,0.68,27354.0042,4.74,49.407,3.073,-2.865,4790.786,1.717,-0.102
15,0.287,2877.1401,1.535,1.655,0.901,2.418,7498.523,4.167,-0.172
15,3.331,5179.1604,3.472,15.627,2.62,-1.903,6563.8,2.562,-1.138
15,1.342,965.7405,1.176,1.048,0.392,3.733,7028.14,4.532,-0.851
15,3.523,511.0021,1.437,1.305,0.701,2.935,7522.942,4.515,-0.253
15,0.38,1378.3789,1.119,1.018,0.317,3.923,6829.573,4.458,-1.012
15,2.017,6564.538,3.095,14.517,2.319,-1.103,5726.222,2.585,-0.666
15,0.128,396.1213,0.642,0.543,-0.815,6.883,4875.994,4.835,-1.065
15,5.656,4104.0181,5.779,30.679,3.332,-3.722,7054.723,2.126,0.045
15,3.721,347.0843,1.094,1.937,0.456,3.577,5363.812,3.877,0.002
15,5.694,133.8417,1.016,1.257,0.41,3.673,6484.263,4.235,-0.607
15,2.243,183.1837,0.655,0.525,-0.671,6.442,5383.55,4.808,-2.07
15,6.54,211.5139,1.385,2.73,1.141,1.833,6700.832,3.678,-0.915
15,0.617,1203.6623,1.122,0.985,0.292,3.98,6844.698,4.569,-0.55
15,1.089,28284.3357,4.381,29.578,3.196,-3.347,6643.823,2.135,-1.16
15,1.182,87117.3644,8.69,98.188,4.193,-5.882,6475.469,1.391,-0.096
15,0.045,1178.5218,0.816,0.979,0.04,4.598,5934.862,4.361,-1.02
15,1.915,5243.081,2.604,6.697,2.065,-0.513,7282.29,3.21,-0.373
15,4.719,2018.0329,3.066,10.504,2.355,-1.243,6872.585,2.86,-0.406
15,1.113,14132.2515,3.448,22.585,2.624,-1.864,5470.081,2.245,-0.407
15,1.632,11587.0178,3.874,13.538,2.62,-1.952,7050.623,2.732,0.228
15,0.472,50825.9453,2.886,90.393,3.55,-4.002,4659.436,0.947,-1.949
15,3.178,53851.7593,12.659,307.958,4.641,-6.834,4732.102,0.58,-0.406
15,1.867,31422.0469,7.004,119.242,3.724,-4.354,4485.24,1.121,0.243
15,6.496,3461.7362,5.606,61.735,3.574,-4.193,5717.869,1.557,-2.01
15,5.196,297.8986,1.499,1.726,0.895,2.433,7312.903,4.109,-0.174
15,6.147,11351.4072,10.758,203.914,4.46,-6.422,5240.546,0.784,-0.776
15,0.266,1873.759,1.236,1.308,0.522,3.371,6780.001,4.275,-0.296
15,1.867,36242.1339,6.825,111.776,3.803,-4.663,4847.587,1.131,-0.887
15,1.64,36116.8743,6.728,96.253,3.685,-4.429,4881.94,1.305,0.085
15,4.415,939.8861,1.849,3.629,1.582,0.72,7493.584,3.545,-0.504
15,2.364,7031.2353,2.077,47.407,2.727,-1.599,4007.552,1.382,0.112
15,5.783,246.0976,1.171,2.841,0.982,2.261,5993.417,3.591,-1.337
15,1.036,1460.304,0.855,2.267,0.633,3.142,5490.559,3.699,-1.496
15,0.006,6735.5172,1.995,4.356,1.514,0.852,6574.509,3.407,-0.015
15,0.14,87083.5012,7.514,43.836,3.784,-4.84,7657.493,2.021,0.059
15,5.521,927.977,1.739,14.949,2.068,-0.359,4884.248,2.302,-0.953
15,5.688,210.3644,1.534,1.378,0.796,2.697,7734.826,4.389,-0.146
15,5.458,39.46,0.731,0.629,-0.687,6.561,4875.913,4.794,-0.322
15,0.163,1564.2686,1.044,1.624,0.33,3.865,5449.117,4.001,0.302
15,0.55,62813.8554,4.119,114.35,3.766,-4.541,4692.254,0.873,-1.888
15,2.151,6941.449,0.911,35.252,2.558,-1.358,4217.055,1.317,-0.737
15,2.455,159.9894,0.646,0.511,-0.701,6.524,5362.115,4.958,-1.935
15,3.693,81.5169,0.738,0.629,-0.739,6.75,4729.933,4.734,-0.114
15,1.461,11617.015,3.124,17.254,2.583,-1.787,6112.994,2.469,-1.015
15,2.927,586.3755,0.981,1.353,0.602,3.232,6981.134,4.16,-1.544
15,0.136,1923.1458,0.882,1.301,0.524,3.444,6804.734,4.12,-1.778
15,0.903,453.2613,0.737,0.576,-0.415,5.815,5957.062,4.879,-2.245
15,4.223,222.7744,0.996,1.628,0.261,4.038,5230.502,4.066,0.236
15,0.989,9072.5643,2.651,8.477,2.176,-0.777,6902.214,2.95,-0.978
15,2.509,3980.8852,0.938,22.323,2.193,-0.509,4294.656,1.756,-0.569
15,0.438,46698.8637,1.429,96.449,3.522,-3.785,4440.701,0.577,-2.113
15,6.463,34.2231,0.773,0.623,-0.449,5.866,5615.331,4.936,-1.037
15,2.9,3516.87,3.361,17.339,2.182,-0.631,4841.546,2.466,0.125
15,2.172,1789.5565,1.35,2.241,1.272,1.564,7975.654,3.791,-1.715
15,0.173,61041.8973,5.834,62.919,3.515,-4.101,5472.776,1.565,-0.307
15,0.168,306.4086,0.631,0.541,-0.965,7.4,4477.437,4.782,-0.324
15,1.677,6671.0867,3.557,16.604,2.223,-0.797,5063.948,2.52,0.168
15,0.793,9817.2423,2.544,8.444,2.173,-0.753,6902.798,2.938,-1.381
15,1.383,1302.1849,0.835,1.787,0.689,3.044,6386.99,3.861,-2.323
15,1.474,1586.8654,1.323,2.459,0.856,2.523,5990.895,3.78,-0.202
15,5.449,166.8054,1.047,1.001,0.537,3.44,7816.94,4.416,-2.205
15,0.799,118059.5679,9.334,127.382,4.316,-6.159,6100.239,1.212,-0.491
15,0.264,3561.8618,1.552,2.48,1.075,1.977,6769.439,3.81,-0.324
15,4.137,201.1905,1.127,1.054,0.123,4.345,6002.56,4.423,0.07
15,1.031,10717.1245,2.96,9.878,2.332,-1.181,6991.505,2.893,-0.673
15,1.731,37778.1881,5.871,50.974,3.698,-4.617,6759.691,1.794,-0.942
15,1.386,1375.0875,0.94,1.709,0.729,2.923,6678.991,3.941,-1.755
15,0.256,2143.0392,1.225,1.431,0.642,3.089,6944.661,4.213,-0.483
15,0.514,59602.4786,5.8,62.036,3.637,-4.391,5916.662,1.493,-1.889
15,1.338,31126.783,4.943,52.87,3.401,-3.803,5593.662,1.633,-1.647
15,0.879,978.4304,0.959,1.089,0.208,4.168,6200.152,4.327,-0.467
15,0.877,272979.7696,21.126,548.049,5.153,-8.057,4762.012,0.344,-0.931
15,4.187,95.1939,0.724,0.553,-0.452,5.919,5950.175,4.914,-2.519
15,3.656,20238.3157,7.06,62.819,3.923,-5.187,6930.341,1.689,-0.849
15,0.279,3809.1652,1.503,1.971,1.162,1.817,7983.19,4.016,-1.09
15,1.692,8222.6746,3.568,19.604,2.416,-1.267,5211.032,2.344,-0.02
15,2.414,112.5991,0.59,0.53,-0.955,7.328,4552.202,4.742,-0.587
15,0.669,4274.5699,1.803,4.24,1.399,1.177,6238.688,3.381,-0.295
15,0.048,106556.5027,7.297,154.718,4.031,-5.186,4698.185,0.88,-1.442
15,4.818,270.1832,0.99,3.233,0.723,3.024,4841.363,3.385,-0.115
15,1.242,15011.4877,3.933,24.19,2.724,-2.124,5598.599,2.263,-0.211
15,0.686,58095.3169,5.123,94.852,3.732,-4.507,5052.152,1.061,-2.625
15,0.055,2683.7545,0.894,1.898,0.787,2.801,6554.449,3.81,-2.193
15,2.295,1009.4668,1.513,1.318,0.808,2.685,7963.083,4.37,-0.279
15,3.296,9561.1713,4.243,37.394,3.156,-3.198,5774.269,1.88,-0.919
15,0.723,40975.6515,2.305,75.649,3.465,-3.785,4852.875,1.03,-2.451
15,4.039,1616.5387,2.536,6.132,1.878,-0.082,6836.18,3.224,0.24
15,6.924,1102.3577,3.235,18.892,2.722,-2.136,6329.391,2.376,-1.31
15,2.612,9026.1046,4.063,14.817,2.813,-2.389,7530.4,2.64,-0.277
15,0.672,1440.516,1.124,1.613,0.449,3.535,5853.246,4.06,0.093
15,5.941,219.6051,1.002,2.349,0.962,2.351,6515.358,3.629,-2.147
15,4.423,26.1296,0.404,0.328,-1.418,8.492,4431.971,5,-1.835
15,2.228,7132.6772,1.099,25.203,2.519,-1.494,4874.968,1.704,-2.439
15,2.386,16336.1236,4.467,34.582,3.242,-3.452,6312.136,2.012,-1.323
15,5.697,22.934,0.516,0.432,-1.063,7.5,4737.981,4.857,-2.001
15,5.206,176.2074,0.859,1.577,0.457,3.564,5948.4,4.009,-1.231
15,1.083,2629.8358,1.536,1.993,1.159,1.818,7925.635,4.025,-0.948
15,3.3,988.5702,1.538,2.191,1.192,1.725,7704.508,3.919,-0.743
15,0.087,54534.6019,4.575,43.794,3.385,-3.77,6088.248,1.83,-1.74
15,0.585,4356.1719,0.92,8.15,1.436,1.22,4595.429,2.65,-0.825
15,0.245,16229.105,3.044,9.083,2.379,-1.296,7493.64,2.991,-0.855
15,4.203,1689.3507,3.168,12.345,2.029,-0.342,5254.701,2.727,0.185
15,5.551,1495.4578,3.079,9.388,2.437,-1.425,7622.847,3.007,-0.972
15,5.647,236.9996,0.975,2.116,0.907,2.48,6651.794,3.82,-2.325
15,1.76,17786.3455,3.83,29.853,3.07,-3.011,6151.826,2.079,-1.302
15,0.553,12411.8915,2.429,10.034,2.285,-1.022,6755.448,2.775,-1.347
15,0.562,3307.2113,1.538,2.042,1.145,1.841,7767.185,3.955,-0.876
15,0.102,1257.4722,1.1,1.02,0.104,4.4,6033.254,4.445,-0.052
15,4.124,2779.4632,3.326,12.62,2.387,-1.344,6386.551,2.729,-0.23
15,2.823,364.0353,1.158,1.012,0.116,4.371,6102.168,4.505,0.242
15,5.749,696.2962,2.377,7.935,1.852,0.037,5918.844,3.016,-0.381
15,0.497,1323.1388,1.066,0.882,0.358,3.895,7511.331,4.595,-2.353
15,5.39,305.3347,1.625,2.121,0.983,2.186,6942.195,3.963,0.019
15,4.499,526.9875,1.176,2.292,1.139,1.892,7305.181,3.759,-1.916
15,6.962,219.6498,1.606,3.293,1.337,1.329,6829.234,3.606,-0.757
15,0.495,200827.6095,13.177,285.284,4.692,-7.009,5062.458,0.619,-0.517
15,0.863,2232.7942,0.937,3.97,0.951,2.393,4982.12,3.21,-0.664
15,0.346,528.2901,0.715,0.557,-0.512,6.04,5729.408,4.904,-1.746
15,3.095,15370.2841,5.247,34.693,3.462,-4.028,7151.178,2.05,-0.457
15,0.774,2758.5174,1.098,2.204,1.089,2.022,7238.627,3.737,-2.199
15,1.451,574.6211,0.974,0.848,-0.023,4.752,6151.918,4.58,-0.508
15,6.831,211.7756,1.53,2.321,1.272,1.54,7839.711,3.861,-1.27
15,0.689,82764.4633,6.462,180.192,4.078,-5.278,4473.34,0.774,-1.479
15,1.052,1370.4509,0.852,1.808,0.587,3.263,5989.036,3.854,-1.546
15,1.047,7857.0638,2.472,7.592,2.072,-0.523,6867.755,3.114,-0.686
15,5.657,7765.689,7.66,121.182,3.939,-5.108,5035.953,1.143,-0.225
15,0.95,6570.7474,2.226,7.547,1.885,-0.038,6186.105,3.033,-1.089
15,0.141,25490.8865,4.494,30.041,2.753,-2.173,5110.265,2.156,0.173
15,0.172,655.3397,0.891,0.856,-0.407,5.746,4911.16,4.595,0.133
15,0.956,3768.9376,1.437,2.72,1.434,1.163,7945.093,3.597,-2.055
15,1.126,748.7298,0.968,0.846,0.1,4.502,6610.902,4.59,-1.591
15,1.256,1197.0314,0.985,1.672,0.535,3.353,6040.942,3.954,-0.778
15,4.011,1277.2447,1.926,4.964,1.688,0.458,6810.522,3.335,-1.001
15,1.141,104097.2768,9.389,130.63,4.339,-6.228,6106.308,1.164,-0.73
15,2.522,35228.4282,7.31,97.373,3.967,-5.256,5707.965,1.315,-0.73
15,5.286,444.663,1.334,3.933,1.308,1.474,6146.264,3.332,-1.942
15,2.437,1203.7805,1.341,4.753,1.061,2.16,4851.898,3.197,-0.104
15,0.273,29216.5439,4.504,24.516,2.898,-2.601,6147.118,2.286,-0.256
15,1.779,541.0464,0.945,0.802,0.093,4.554,6764.545,4.645,-2.209
15,2.521,1651.9174,1.393,3.051,1.335,1.389,7087.574,3.558,-1.639
15,2.705,990.7733,1.063,1.65,0.978,2.315,7846.541,3.961,-2.284
15,5.783,2233.4856,3.793,33.986,2.914,-2.528,5270.443,1.929,-1.418
15,6.217,1092.078,3.053,9.587,2.428,-1.409,7500.038,3.014,-0.975
15,3.123,55725.7926,12.328,325.196,4.666,-6.853,4670.112,0.543,0.224
15,0.855,2460.771,1.356,2.654,0.992,2.189,6239.97,3.726,-0.403
15,0.481,24951.8632,4.69,30.195,2.868,-2.466,5445.46,2.101,0.024
15,2.527,839.9717,1.476,1.371,0.73,2.852,7466.605,4.583,-0.133
15,0.391,2404.9804,0.878,2.249,0.826,2.703,6159.107,3.595,-2.469
15,3.234,875.8864,1.444,2.246,1.054,2.054,7025.681,3.888,-0.872
15,2.224,9678.5667,0.926,51.582,2.879,-2.153,4193.259,0.968,-1.336
15,1.113,1671.8427,0.856,2.23,0.796,2.771,6079.856,3.736,-2.534
15,1.671,973.5839,1.102,2.209,0.536,3.387,5260.432,3.777,-0.207
15,4.24,27830.5904,10.441,171.489,4.44,-6.463,5649.127,1.031,-0.967
15,0.594,1320.1719,1.031,1.126,0.363,3.803,6665.933,4.322,-1.017
15,3.129,1270.2998,1.403,4.444,1.354,1.351,5938.975,3.332,-1.947
15,5.194,260.97,1.039,1.357,0.818,2.723,7895.354,4.17,-2.243
15,3.801,697.4212,1.09,2.951,1.11,1.982,6333.396,3.5,-2.319
15,0.805,140086.5662,11.625,313.499,4.59,-6.537,4552.836,0.475,0.177
15,4.432,2640.1207,0.874,28.934,2.54,-1.54,4605.738,1.538,-2.061
15,2.786,1795.3204,1.853,3.207,1.497,0.943,7589.787,3.662,-0.808
15,1.569,148768.5103,14.561,313.497,4.85,-7.431,5290.337,0.604,0.227
15,1.538,35065.0487,5.55,55.859,3.562,-4.262,5971.095,1.691,-0.819
15,2.015,7654.7484,3.664,24.017,2.491,-1.435,4915.19,2.224,-0.048
15,1.694,890.0678,0.878,1.761,0.456,3.558,5624.894,3.964,-0.736
15,1.924,20696.053,5.4,25,3.248,-3.504,7447.847,2.355,-0.179
15,1.192,69188.5666,8.666,187.3,4.143,-5.392,4555.448,0.759,-0.828
15,1.842,215.8855,0.645,0.503,-0.682,6.487,5467.667,4.894,-2.49
15,0.594,3952.0833,1.659,2.424,1.313,1.421,7854.672,3.877,-0.91
15,4.185,852.8498,1.803,4.58,1.399,1.16,6002.792,3.351,-0.267
15,3.638,4425.9775,3.743,28.556,2.659,-1.868,4964.223,2.096,-0.219
15,2.449,90886.3742,15.325,586.117,4.951,-7.241,4099.282,0.045,-0.813
15,1.858,729.2673,1.019,2.334,0.407,3.827,4751.118,3.698,0.168
15,0.437,9810.9755,2.512,9.571,2.029,-0.396,5968.032,2.819,-0.909
15,3.524,2899.9074,2.899,19.335,2.264,-0.836,4806.458,2.312,-0.261
15,2.529,714.9596,0.834,1.751,0.622,3.2,6207.45,3.822,-1.829
15,1.405,13642.7465,4.134,22.049,2.696,-2.08,5773.051,2.321,-0.08
15,0.018,25768.6511,3.928,11.816,2.682,-2.073,7822.717,2.87,0.09
15,5.676,30.8539,0.606,0.486,-0.834,6.878,5095.551,4.924,-1.861
15,0.852,1132.3679,1.147,1.25,0.309,3.878,6132.894,4.287,0.028
15,5.214,3326.7938,4.643,17.802,2.98,-2.825,7565.924,2.611,-0.036
15,2.558,153475.7917,26.146,638.982,5.325,-8.488,4869.18,0.221,-0.485
15,5.473,513.896,1.454,7.134,1.522,0.973,5160.981,2.848,-0.677
15,5.231,4147.182,4.601,26.64,3.173,-3.319,6910.857,2.326,-0.274
15,6.556,1699.9243,3.5,32.184,2.978,-2.708,5619.257,1.92,-1.803
15,2.203,5465.3724,3.013,12.922,2.238,-0.891,5793.389,2.688,-0.627
15,3.027,84597.9361,16.851,321.065,4.924,-7.663,5455.112,0.755,-1.139
15,2.325,1866.1157,1.552,4.268,1.352,1.32,6051.717,3.321,-1.185
15,1.853,3622.9504,2.091,4.677,1.72,0.352,7143.541,3.463,-0.331
15,6.629,961.6748,3.48,17.794,2.487,-1.544,5695.989,2.465,-0.467
15,0.106,23264.3383,3.578,12.247,2.635,-1.939,7476.133,2.811,-0.455
15,3.026,414.4353,0.902,1.25,0.324,3.886,6190.146,4.193,-0.644
15,6.262,1530.6183,0.994,50.207,2.871,-2.186,4229.761,1.083,-1.374
15,2.014,2544.8917,1.809,2.913,1.502,0.958,7987.651,3.673,-0.735
15,2.852,47.3518,0.359,0.328,-1.522,8.771,4176.864,4.828,-2.036
15,6.508,2438.1659,4.393,48.634,3.257,-3.444,5368.198,1.675,-1.249
15,1.862,8631.7927,3.043,9.338,2.499,-1.543,7917.346,3.011,-1.355
15,0.113,6912.9976,2.003,3.416,1.6,0.689,7800.577,3.671,-0.485
15,5.668,66.7487,0.841,0.67,-0.182,5.21,6316.786,4.832,-1.603
15,0.423,60645.1266,5.689,46.337,3.579,-4.337,6618.174,1.867,-0.4
15,2.817,9214.9243,3.938,27.649,2.925,-2.64,5879.812,2.14,-0.882
15,5.316,869.6515,2.222,8.409,1.894,-0.012,5891.397,2.895,-1.436
15,1.452,122911.1028,12.388,259.678,4.653,-6.9,5187.795,0.695,-1.711
15,0.048,4599.0282,1.205,2.253,1.246,1.638,7837.145,3.641,-2.538
15,0.207,118220.1849,9.113,205.49,4.206,-5.57,4510.297,0.744,-0.052
15,0.661,249495.1817,15.296,292.981,4.905,-7.646,5645.21,0.742,0.29
15,6.427,217.9437,1.176,2.448,1.139,1.881,7068.286,3.747,-1.976
15,1.858,31429.6476,6.358,66.182,3.599,-4.344,5603.143,1.573,0.076
15,4.981,327.3397,1.355,1.85,0.9,2.444,7085.233,4.011,-0.827
15,0.333,15044.5569,2.746,22.112,2.408,-1.22,4881.844,2.175,-0.519
15,1.49,7569.2747,2.777,10.839,2.23,-0.885,6295.114,2.747,-1.144
15,2.898,2731.3535,2.18,6.334,1.906,-0.08,6832.254,3.18,-1.164
15,0.825,7351.8568,1.791,8.938,1.954,-0.157,5912.518,2.764,-1.909
15,5.915,182.4889,0.903,1.659,0.797,2.778,7053.97,3.888,-2.616
15,1.41,22959.4937,4.201,35.321,3.16,-3.215,5955.016,1.991,-1.877
15,1.718,481.0461,0.877,0.753,-0.033,4.871,6493.434,4.612,-2.459
15,1.591,21724.2218,2.051,66.522,3.283,-3.275,4660.346,1.041,-1.658
15,4.358,474.0274,1.27,3.69,0.992,2.263,5290.723,3.398,-0.729
15,0.932,857.0021,1.071,0.921,0.114,4.403,6386.883,4.59,-0.331
15,3.593,969.8927,1.401,2.724,1.297,1.473,7337.921,3.689,-1.475
15,0.302,2708.5445,1.195,1.903,0.866,2.535,6849.139,3.936,-0.694
15,5.71,79.7931,0.815,0.799,-0.002,4.78,6412.432,4.538,-2.102
15,0.685,1960.8649,0.901,1.565,0.768,2.852,7140.797,3.933,-2.57
15,4.248,736.1099,1.972,2.627,1.287,1.417,7428.331,3.848,0.255
15,2.65,3272.217,2.553,8.902,1.961,-0.224,5949.167,2.944,-0.414
15,4.1,98859.4093,29.854,683.055,5.507,-9.075,5229.645,0.17,-0.013
15,0.383,1185.951,1.167,1.069,0.162,4.247,6096.128,4.447,0.141
15,0.236,2324.5748,1.381,1.183,0.722,2.933,7995.881,4.504,-0.883
15,2.535,6671.1208,3.456,12.104,2.519,-1.656,7034.663,2.73,-0.355
15,2.096,1815.3252,1.919,2.147,1.221,1.609,7914.116,4.029,0.121
15,0.123,2680.8059,1.035,1.626,0.8,2.736,7138.209,3.987,-1.575
15,4.342,63.5192,0.742,0.607,-0.703,6.643,4916.601,4.936,-0.149
15,0.055,3438.2959,1.035,2.004,0.995,2.263,7191.261,3.818,-2.333
15,5.713,47.2067,0.724,0.561,-0.452,5.917,5907.618,4.878,-2.491
15,4.212,5536.4557,0.894,72.975,3.199,-2.928,4237.544,0.608,-1.635
15,1.443,1087.9266,0.813,1.355,0.561,3.374,6812.34,4.077,-2.517
