index par epar mag
8165 3.45 1.44 9.538
8166 4.15 2.3 11.106
8167 7.46 1 9.111
8168 7.22 1 7.298
8169 4.78 1.6 9.761
8170 3.85 1.14 8.208
8171 7.58 1.19 9.376
8172 4.69 0.91 7.303
8173 9.11 3.83 9.671
8174 2.76 1.43 9.22
8175 0.21 0.93 8.329
8176 19.59 12.58 10.795
8177 -1.69 1.78 10.14
8178 3.58 0.93 9.694
8179 1.07 0.97 8.659
8180 4.58 0.88 8.803
8181 3.47 0.97 8.405
8182 11.82 1.5 9.191
8183 14.28 1.16 8.573
8184 8.47 1.09 9.033
8185 40.43 2.67 NA
8186 0.34 2.83 NA
8187 7.95 1.05 8.372
8188 13.56 1.04 9.619
8189 10.43 0.89 7.536
8190 31.08 2.29 NA
8191 1.5 0.97 7.593
8192 8.98 1.65 9.751
8193 12.63 0.86 4.372
8194 7.19 0.78 7.433
8195 3.53 1.3 8.46
8196 -0.06 1.51 10.189
8197 1.24 1.12 8.701
8198 5.69 1.71 8.943
8199 8.55 1.12 8.832
8200 5.52 1.35 9.695
8201 3.37 1.15 7.866
8202 6.18 1.01 8.529
8203 2.31 1.57 9.59
8204 36.46 1.01 5.314
8205 5.37 0.74 6.544
8206 7.85 0.89 7.002
8207 4.31 1.84 10.808
8208 3.49 0.95 8.106
8209 5.18 1.04 8.535
8210 1.65 1.15 8.9
8211 6.25 1.07 8.808
8212 5.92 1.39 10.016
8213 3.44 1.03 8.338
8214 11.38 1.7 9.976
8215 24.49 1.95 10.35
8216 14.72 1.26 9.257
8217 5.5 1.45 9.325
8218 2.29 1.35 9.693
8219 29.96 1.44 9.715
8220 6.24 0.89 6.859
8221 3.99 1.09 8.903
8222 8.03 1.1 8.166
8223 2.98 0.77 8.898
8224 3.99 1.27 8.991
8225 6.4 0.78 5.534
8226 1.02 0.98 7.787
8227 19.4 1.25 8.753
8228 23.16 0.81 6.43
8229 3.5 1.27 8.602
8230 2.31 1.29 8.694
8231 10.53 2.99 10.014
8232 2.84 2.22 10.343
8233 4.07 0.95 8.075
8234 -1.79 2.42 8.86
8235 4.8 0.63 5.675
8236 17.54 0.62 5.042
8237 3.28 1.2 8.866
8238 6.34 1.27 9.203
8239 2.19 0.69 7.737
8240 8.86 0.77 8.441
8241 0.95 1.28 9.22
8242 7.05 1.32 8.976
8243 7.8 1.11 8.879
8244 6.17 1.38 9.204
8245 11.18 1.08 8.403
8246 12.68 1.23 9.403
8247 7.6 1.5 8.586
8248 1.67 1.1 8.316
8249 7.93 1.12 8.812
8250 -0.15 1.24 9.98
8251 4.29 2.47 10.446
8252 1.99 0.89 7.47
8253 13.46 1.04 7.937
8254 4.59 1.67 9.864
8255 -0.68 1.16 8.537
8256 2.65 1.81 10.586
8257 2.43 1.13 9.227
8258 2.13 0.79 8.931
8259 4.01 1.05 8.213
8260 5.45 1.61 10.424
8261 8.12 1.2 8.872
8262 2.44 1.19 9.018
8263 3.65 1 7.609
8264 2.29 1.15 8.581
8265 10.1 2.15 10.214
8266 4.61 0.87 6.568
8267 4.17 1.03 8.068
8268 11.61 0.64 7.455
8269 6.47 2.89 8.895
8270 43.37 1.38 9.062
8271 3.21 1.27 8.692
8272 8.07 1.26 8.381
8273 7.93 0.69 7.739
8274 4.09 1.16 8.446
8275 3.81 1.68 8.395
8276 7.67 1.1 8.2
8277 5.96 3.08 9.378
8278 7.61 2.32 8.264
8279 5.96 3.08 9.886
8280 18.61 1.01 8.197
8281 10.03 1 9.332
8282 2.48 0.94 7.816
8283 14.29 0.97 7.428
8284 4.53 1.4 9.689
8285 2.9 0.96 8.356
8286 8.9 0.79 8.439
8287 8.4 0.92 7.799
8288 9.74 1.26 8.86
8289 1.35 2.12 10.904
8290 6.7 5.12 8.991
8291 10.08 0.86 6.7
8292 -0.45 1.27 8.834
8293 15.38 1.89 10.143
8294 10.6 0.93 9.53
8295 3.33 0.99 7.666
8296 4.02 1.28 9.566
8297 6.42 0.96 7.438
8298 7.91 0.99 8.454
8299 1.51 1.21 8.495
8300 0.18 1.79 9.59
8301 3.86 0.9 7.04
8302 5.04 0.99 7.889
8303 2.29 1.07 8
8304 0.81 1.37 9.16
8305 1.29 1.61 9.438
8306 11.66 1.12 8.73
8307 -0.85 3.25 10.521
8308 -3.14 3.62 9.458
8309 6.46 1.27 9.934
8310 -1.41 2.57 NA
8311 2.95 1.13 8.706
8312 1.83 0.97 8.272
8313 5.11 0.84 7.395
8314 6.05 1.5 9.902
8315 5.79 0.76 6.355
8316 3.56 0.79 6.878
8317 5.55 0.92 7.646
8318 1.77 1.03 8.925
8319 2.4 1.28 9.037
8320 -1.8 1.56 9.158
8321 5.45 1.34 9.223
8322 1.61 1.42 8.892
8323 5.02 1.05 7.913
8324 3.67 1.25 8.553
8325 9.74 1.52 9.473
8326 5.68 1.13 8.503
8327 4.46 0.92 7.875
8328 1.87 1.35 8.42
8329 4.83 1.47 9.666
8330 4.4 1.38 8.764
8331 1.53 0.71 8.206
8332 2.45 1 8.754
8333 1.87 0.77 8.448
8334 11.04 0.99 7.882
8335 1.42 1.48 9.822
8336 5.23 1.02 7.907
8337 8.5 1.3 8.748
8338 2.95 1.42 9.825
8339 2.12 0.84 7.218
8340 1.27 0.96 8.277
8341 25.79 1.28 9.038
8342 4.11 0.89 6.709
8343 3.78 1.43 9.766
8344 12.64 1.13 8.242
8345 7.78 0.71 8.682
8346 2.1 1.13 8.971
8347 5.81 1.33 8.02
8348 2.58 1.08 8.816
8349 2.41 1.62 10.24
8350 8.92 1.33 9.512
8351 -4.05 9.19 10.101
8352 3.34 0.89 7.43
8353 5.13 1.99 8.544
8354 1.62 1.18 9.411
8355 13.02 1.01 8.453
8356 30.78 1.6 9.872
8357 100.24 0.68 5.708
8358 4.29 1.01 8.59
8359 2.38 1.16 9.021
8360 2.59 1.62 10.113
8361 16.13 0.52 6.089
8362 2.37 1.23 9.121
8363 2.83 1.14 8.867
8364 5.85 0.72 6.433
8365 17.15 0.78 6.372
8366 2.79 1.11 8.772
8367 7.26 1.3 9.13
8368 4.83 1.55 9.762
8369 8.25 1.07 9.767
8370 2.34 1.22 8.871
8371 4.71 1.05 8.296
8372 2.46 2.09 8.569
8373 1.82 1.49 9.565
8374 3.29 1.14 8.881
8375 8.38 1.45 9.851
8376 -6.1 4.27 NA
8377 48.23 4.35 NA
8378 9.9 1.38 9.547
8379 3.09 1.17 8.74
8380 3.57 1.25 8.887
8381 3.27 0.82 8.372
8382 11.37 0.76 5.85
8383 4.24 0.85 8.454
8384 14.02 1.79 10.892
8385 2.58 1.21 9.05
8386 5.23 1.28 9.096
8387 11.35 1.11 8.448
8388 2.72 1.09 8.136
8389 13.33 1.04 9.278
8390 8.14 1.03 9.768
8391 9.22 1.58 9.656
8392 8.01 3.01 9.965
8393 22.16 0.77 7.203
8394 11.35 0.88 7.428
8395 2.55 1.22 8.72
8396 4.29 1.77 10.174
8397 4.02 1.16 8.613
8398 9.95 0.89 6.014
8399 -1.52 1.28 9.376
8400 3.01 0.97 8.359
8401 4.52 0.7 8.133
8402 2.48 1.08 8.442
8403 2.48 1.17 8.255
8404 6.2 1.34 9.369
8405 5.51 1.79 9.888
8406 1.3 1.38 9.419
8407 8.38 1.11 8.548
8408 10.09 1.49 8.591
8409 1.05 0.9 7.468
8410 8.02 1.01 8.626
8411 8.76 0.95 7.139
8412 9.68 1.08 8.392
8413 3.3 0.86 9.308
8414 7.86 1.09 8.443
8415 2.76 0.9 7.423
8416 11 2.16 9.933
8417 0.28 1.4 9.265
8418 10.57 0.72 6.049
8419 3.54 1.12 8.839
8420 18.56 1.36 9.143
8421 3.57 1.38 9.693
8422 2.67 0.84 8.589
8423 5.27 0.78 7.167
8424 3.98 1.36 9.791
8425 10.89 0.82 7.617
8426 9.06 1.17 8.885
8427 36.65 0.73 5.848
8428 5.91 0.89 7.957
8429 2.92 3.27 NA
8430 3.93 1.23 9.113
8431 1.06 1.29 9.386
8432 19.97 1.72 9.73
8433 7.04 1.42 9.44
8434 4.42 0.79 7.694
8435 3.5 1.52 11.008
8436 6.17 1.48 8.517
8437 0.9 1.22 8.748
8438 12.01 1.22 8.798
8439 4.43 0.73 7.622
8440 1.62 1.34 9.385
8441 9.91 3.5 10.734
8442 10.29 0.87 7.616
8443 11.21 1.34 10.038
8444 0.33 2.17 NA
8445 6.49 1.65 9.792
8446 2.88 1.19 9.485
8447 31.33 1.98 10.999
8448 10.29 0.99 7.393
8449 6.54 1.36 9.523
8450 1.93 1.16 9.591
8451 4.4 1.05 9.502
8452 5.33 1.31 9.411
8453 6.41 1.3 8.722
8454 6.55 1.01 8.273
8455 8.93 1.09 8.369
8456 2.56 1.17 9.253
8457 2.9 1.16 8.823
8458 3.53 1.42 9.707
8459 6.12 1.34 9.265
8460 6.66 1.19 8.314
8461 7.82 3.19 8.999
8462 16.35 1.16 8.241
8463 3.1 0.85 7.906
8464 0.3 3.12 NA
8465 3.57 1.03 8.431
8466 2.63 0.78 8.485
8467 6.26 1.1 8.714
8468 2.63 1.43 9.811
8469 9.84 1.05 5.969
8470 17.34 1.07 8.209
8471 4.95 1 8.047
8472 2.4 1.03 8.721
8473 10.54 1.19 8.937
8474 7.35 0.74 6.485
8475 -0.76 1.23 9.387
8476 5.99 13.73 NA
8477 -0.46 2.12 9.159
8478 1.24 1.03 8.173
8479 3.69 0.64 7.797
8480 43.47 4.48 6.785
8481 0.64 1.02 9.54
8482 3.67 1.15 8.79
8483 20.53 2.43 NA
8484 3.33 0.87 6.893
8485 5.67 1.13 8.322
8486 5.89 1.24 9.227
8487 9.8 1.33 9.621
8488 4.16 1.15 8.481
8489 15.68 20 10.511
8490 7.3 2.04 8.728
8491 42.35 0.87 4.698
8492 20.46 0.91 8.018
8493 3.62 0.64 7.635
8494 3.33 0.92 9.446
8495 9.21 1.08 8.616
8496 0.69 1.16 9.716
8497 -0.31 1.15 9.021
8498 10.79 1.5 8.282
8499 -0.16 0.97 9.702
8500 13.56 0.99 8.212
8501 1.51 0.79 8.579
8502 15.89 1.17 8.977
8503 7.44 1.24 8.468
8504 1.2 1.34 9.36
8505 5.56 3.66 9.152
8506 2.55 0.63 7.57
8507 2.57 1.71 10.805
8508 36.89 0.72 6.434
8509 1.03 0.99 8.182
8510 2.25 1.02 8.423
8511 16.17 1.37 9.523
8512 2.43 1.55 9.801
8513 5.11 1.12 7.094
8514 1.76 0.69 8.161
8515 -0.61 1.26 8.63
8516 19.04 1.21 8.662
8517 2.48 1.65 10.219
8518 10.97 1.01 7.466
8519 25.18 1.55 8.17
8520 2.84 0.86 7.384
8521 13.16 1.05 8.522
8522 4.66 0.92 8.196
8523 4.95 1.26 8.208
8524 2.36 0.72 8.673
8525 6.93 1.11 8.74
8526 1.1 1.3 8.953
8527 10.77 1.25 9.487
8528 9.41 1.53 8.265
8529 2.77 1.05 8.431
8530 1.56 1.96 10.672
8531 4.52 1.14 8.357
8532 NA NA NA
8533 11.18 1.31 8.561
8534 9.99 1.01 8.684
8535 7.09 0.76 8.014
8536 4.27 1.23 8.44
8537 37.33 0.97 8.148
8538 5.68 1.09 5.925
8539 5.8 1.47 8.244
8540 2.62 1.87 9.938
8541 4.73 0.69 7.494
8542 23.26 0.9 7.138
8543 0.22 0.99 7.089
8544 6.94 0.89 9.259
8545 3.66 0.84 8.273
8546 6.65 0.66 6.253
8547 5.18 1.15 8.548
8548 1.39 1.1 8.841
8549 8.08 1.21 9.106
8550 3.23 1.85 10.598
8551 10.52 0.97 8.024
8552 4.7 0.79 8.579
8553 9.47 0.77 9.048
8554 0.51 1.99 10.472
8555 4.61 0.63 7.499
8556 5.55 1.16 9.533
8557 2.86 0.83 7.745
8558 18.03 1.04 7.606
8559 3.52 0.93 8.229
8560 1.44 1.1 8.128
8561 14.2 0.93 7.62
8562 8.83 1.45 9.639
8563 2.54 1.1 8.826
8564 1.98 1.08 8.167
8565 0.22 1.02 8.535
8566 3.22 1.75 10.402
8567 6.03 1.28 9.319
8568 2.36 2.07 10.465
8569 5.21 1.25 8.643
8570 4.22 1.05 8.6
8571 14.64 1.1 9.576
8572 3.62 0.93 9.069
8573 5.25 2.29 9.119
8574 2.71 0.93 8.2
8575 4.16 0.92 7.912
8576 20.29 1.25 9.039
8577 6.98 1.34 9.783
8578 4 1.85 8.855
8579 1.54 1.51 9.828
8580 2.15 1.14 8.018
8581 3.94 1.17 9.343
8582 23.46 1.02 5.962
8583 11.72 1.25 8.516
8584 11.83 3.63 NA
8585 5.29 0.85 7.18
8586 2.29 1.27 9.115
8587 13.37 0.64 5.958
8588 3.36 1.1 8.744
8589 3.08 1.09 8.685
8590 0.92 1.07 9.23
8591 10.27 1.06 7.851
8592 22.42 0.67 6.005
8593 9.17 3.12 NA
8594 4.76 1.34 8.134
8595 -0.42 1.23 9.224
8596 4.37 0.69 7.588
8597 8.73 6.14 10.794
8598 1.96 0.96 8.568
8599 14.82 1.09 8.406
8600 1.81 0.93 7.935
8601 7.88 5.47 9.263
8602 0.87 2.75 8.939
8603 3.13 0.88 7.268
8604 4.51 1.04 9.898
8605 2.83 1.27 9.37
8606 4.42 1.02 7.906
8607 2.1 1.44 10.147
8608 -4.78 4.18 10.64
8609 4.52 0.87 7.785
8610 1.3 0.77 8.882
8611 5.31 2.04 9.021
8612 3.68 0.94 7.528
8613 4.44 0.9 6.74
8614 1.64 1.34 9.038
8615 8.04 0.94 7.206
8616 10.71 1.76 10.73
8617 11.87 0.9 9.264
8618 3.19 0.6 7.43
8619 14.41 0.91 7.247
8620 0.02 0.8 6.779
8621 3.5 1.02 8.864
8622 4.37 0.92 7.897
8623 3.09 2.04 8.042
8624 2.2 1.46 9.846
8625 21.97 5.74 NA
8626 1.22 1.7 9.133
8627 5.89 1.27 9.32
8628 4.94 1.28 9.495
8629 2.76 3.22 9.156
8630 0.11 1.31 9.135
8631 0.73 1.8 8.442
8632 3.97 1.54 9.258
8633 4.68 1.58 9.746
8634 5.05 0.94 7.724
8635 7.25 0.71 6.556
8636 3.01 0.8 7.204
8637 4.26 0.81 7.118
8638 3.68 3.1 10.736
8639 12.59 0.85 3.858
8640 -1.73 1.81 9.637
8641 6.38 1.14 8.549
8642 8.57 1.56 8.737
8643 1.15 1.31 9.051
8644 11.73 1 7.222
8645 13.13 3.54 NA
8646 9.5 1.13 9.922
8647 22.83 1.33 8.702
8648 7.04 1.08 8.389
8649 0.92 1.08 8.421
8650 1.34 1 8.112
8651 2.64 0.98 8.304
8652 1.11 1 8.359
8653 1.37 1.55 9.467
8654 14.86 0.94 7.221
8655 0.46 1.24 9.316
8656 5.85 0.81 7.743
8657 7.94 1.35 7.561
8658 6.01 0.85 6.542
8659 2.1 1.19 8.895
8660 5.67 1.16 8.639
8661 2.27 0.95 8.107
8662 5.85 1.27 8.819
8663 5.13 1.14 8.812
8664 1.12 1.51 9.869
8665 2.6 1.32 9.237
8666 2.45 0.91 7.099
8667 2.11 0.9 7.931
8668 18.3 1.39 9.012
8669 5.02 0.99 7.952
8670 8.92 1.47 9.811
8671 3.02 1.23 9.202
8672 12.96 5.37 9.353
8673 15.16 7.2 9.638
8674 6.86 0.9 9.258
8675 -1.62 1.34 9.539
8676 2.49 1.5 10.006
8677 0.39 0.88 7.996
8678 3.1 1.43 9.532
8679 6.26 1.17 8.194
8680 9.21 0.68 8.51
8681 20.13 5.96 NA
8682 4.05 0.87 6.628
8683 8.71 0.86 6.727
8684 9.37 0.58 6.993
8685 56.35 3.05 NA
8686 1.88 0.84 7.96
8687 2.17 1.53 9.808
8688 10.61 0.83 7.488
8689 5.65 1.05 8.708
8690 7.35 0.91 8.126
8691 1.83 1.13 9.07
8692 -0.1 1.15 9.049
8693 4.28 0.95 8.654
8694 0.74 1.04 8.323
8695 3.8 0.75 8.216
8696 3.94 1.08 8.875
8697 32.38 0.87 9.061
8698 3.17 0.66 5.493
8699 2.95 1.26 8.067
8700 6.93 1.19 9.136
8701 4.46 0.92 8.153
8702 7.92 1.74 7.997
8703 63.08 3.79 NA
8704 2.33 1.42 9.362
8705 10.83 0.7 8.149
8706 2.98 0.87 8.86
8707 NA NA NA
8708 6.63 0.73 5.688
8709 4.59 1.29 9.318
8710 0.6 1.66 10.017
8711 16.3 1.37 9.104
8712 8.67 0.89 6.884
8713 10.1 1.91 10.901
8714 12.28 0.77 7.688
8715 3.66 0.87 7.971
8716 12.7 0.94 8.142
8717 9.63 1.52 8.492
8718 3.36 1.54 9.377
8719 8.3 1.3 9.463
8720 16.68 2.46 NA
8721 3.61 0.92 8.328
8722 25.59 1.39 9.695
8723 6.85 1.79 8.385
8724 5.36 1.04 8.94
8725 4.11 1.27 8.617
8726 2.86 0.91 7.968
8727 6.12 1.24 9.58
8728 18.03 0.8 6.952
8729 5.77 1.54 9.935
8730 2.56 1.87 10.273
8731 6.53 1.1 8.677
8732 3.27 0.99 7.974
8733 6.29 0.91 8.038
8734 2.67 1.03 8.81
8735 8.29 1.06 9.069
8736 4.34 1 7.982
8737 0.92 1.41 9.51
8738 15.94 1.26 10.577
8739 6.01 1 9.755
8740 3.48 1.14 8.965
8741 2.52 0.99 7.713
8742 7.61 0.95 7.955
8743 2.05 1.08 8.719
8744 4.36 0.49 6.756
8745 5.8 1.29 9.864
8746 3.92 15.08 9.878
8747 20.46 1.51 10.118
8748 6.4 1.27 8.008
8749 4.43 1.16 9.231
8750 6.55 1.03 8.538
8751 4.94 0.89 7.62
8752 13.31 1.1 8.856
8753 0.57 1.03 7.544
8754 1.99 1.28 9.049
8755 7.86 1.21 8.987
8756 1.99 0.77 8.048
8757 1.51 1.11 8.625
8758 2.03 1.28 8.913
8759 4.55 1.29 8.089
8760 17.16 1.66 10.194
8761 1.86 0.73 8.353
8762 90.17 1.37 9.073
8763 4.62 1 8.226
8764 18.58 0.97 7.594
8765 6.59 0.71 6.283
8766 -1.16 2.37 10.044
8767 6.26 1.16 9.585
8768 2.02 1.09 8.601
8769 21.01 3.33 NA
8770 6.1 1.66 9.339
8771 8.46 1.33 9.124
8772 9.87 0.79 5.818
8773 1.41 2.09 10.883
8774 7.56 0.95 9.399
8775 NA NA NA
8776 6.74 1.54 9.704
8777 3.09 0.66 8.286
8778 7.01 0.93 8.045
8779 0.7 1.2 8.966
8780 3.2 1.39 9.658
8781 6.18 0.74 8.046
8782 0.28 0.76 9.191
8783 2.07 1.28 8.446
8784 4.43 1.14 10.017
8785 3.19 1.41 8.865
8786 13.95 1.02 8.257
8787 3.75 1.32 9.277
8788 6.32 1.65 9.283
8789 10.67 1.19 8.503
8790 50.87 0.82 3.476
8791 3.5 0.9 8.355
8792 26.56 1.06 7.504
8793 16.32 0.86 8.822
8794 4.21 0.83 8.754
8795 4.84 2.03 8.555
8796 7.93 1.02 8.288
8797 6.92 2.51 9.328
8798 4.29 0.85 7.015
8799 11.75 1.13 7.025
8800 3.85 1.19 8.895
8801 13.68 0.97 8.2
8802 6.79 1.66 10.178
8803 3.85 1.22 9.552
8804 0.5 0.97 9.261
8805 10.76 2.31 8.299
8806 3.96 1.04 7.99
8807 4.47 1.01 9.785
8808 6.04 0.79 5.546
8809 8.37 1.61 9.781
8810 1.87 1.03 8.301
8811 19.6 4.71 NA
8812 0.04 1.29 8.347
8813 1.76 1.82 10.446
8814 8.62 0.72 6.215
8815 4.86 1.56 8.817
8816 0.87 2.47 9.429
8817 3.71 1.02 8.318
8818 3.47 0.87 7.485
8819 23.06 1.35 10.46
8820 5.19 0.77 7.194
8821 9.28 1.02 7.108
8822 1.75 1.26 9.727
8823 7.74 0.93 8.08
8824 24.12 1.34 9.404
8825 8.64 0.75 8.166
8826 15.96 0.85 4.632
8827 17.11 0.77 4.719
8828 5.62 1.26 10.472
8829 7.61 1.14 8.299
8830 3.2 1.18 7.609
8831 10.15 0.6 4.607
8832 15.89 0.88 7.797
8833 5.95 0.77 8.581
8834 8.68 0.99 9.416
8835 13.15 1.3 9.293
8836 14.47 3.89 NA
8837 5.72 1.68 9.66
8838 18.98 3.57 NA
8839 5.52 1.13 8.808
8840 4.27 0.68 7.99
8841 13.61 0.66 6.463
8842 11.64 0.76 8.404
8843 1.89 1.24 9.591
8844 2.04 1.23 8.981
8845 2.43 1.36 9.428
8846 4.76 1.34 9.386
8847 6.64 2.04 10.642
8848 5.45 1.36 9.464
8849 3.07 1.26 9.65
8850 3.81 0.79 7.009
8851 7.96 0.96 7.552
8852 9.1 1.24 8.752
8853 23.97 0.97 6.82
8854 7.04 0.89 8.959
8855 7.06 1.49 9.449
8856 8.2 1.28 9.915
8857 6.48 1.22 9.03
8858 3.92 1.72 10.226
8859 26.57 1.77 9.804
8860 6.62 0.55 7.048
8861 45.16 1.09 8.59
8862 4.89 1.41 9.812
8863 0.44 0.77 8.105
8864 3.15 0.65 7.515
8865 5.35 1.24 8.811
8866 12.53 1.19 7.875
8867 4.71 1.51 9.72
8868 2.51 1.17 8.153
8869 1.12 1.36 9.475
8870 -1.92 1.5 9.186
8871 7.28 0.89 8.004
8872 3.71 0.92 8.271
8873 4.11 0.67 7.215
8874 2.95 1.13 8.316
8875 27.05 1.23 9.174
8876 10.55 0.69 5.107
8877 1.33 1.06 6.803
8878 2.65 0.75 8.483
8879 11.31 1.6 10.993
8880 7.38 0.57 3.329
8881 16.98 1.24 8.124
8882 6.72 0.94 7.231
8883 1.3 1.82 9.68
8884 0.04 1.18 8.907
8885 5.7 1.42 8.868
8886 2.45 1.28 8.891
8887 2.14 1.05 8.444
8888 15.31 5.53 NA
8889 3.86 2.85 8.339
8890 2.76 0.77 7.299
8891 3.85 1.22 10.091
8892 1.05 1.41 9.329
8893 2.43 1.24 8.049
8894 6.09 0.97 8.291
8895 0.18 1.08 9.012
8896 2.57 0.89 7.207
8897 54.74 0.75 2.681
8898 12.36 2.86 NA
8899 1.25 0.91 8.059
8900 5.75 2.28 8.96
8901 -1.79 1.3 9.282
8902 5.75 0.56 6.789
8903 4.93 4.43 10.299
8904 1.44 1.15 8.513
8905 4.92 0.85 7.485
8906 2.03 1.3 8.78
8907 -0.96 1.01 9.082
8908 4.66 0.86 7.011
8909 2.42 1.06 8.51
8910 0.81 0.94 7.574
8911 2.46 0.84 9.306
8912 10.85 1.14 8.053
8913 0.9 1.47 9.744
8914 10.88 1.27 9.064
8915 4.19 1.06 8.627
8916 9.45 1.84 6.398
8917 13.76 1.07 8.312
8918 10.46 3.97 NA
8919 5.17 1.15 9.118
8920 5.51 1.02 7.736
8921 4.07 1.12 8.424
8922 15.04 0.47 4.792
8923 -0.52 0.79 6.952
8924 6.21 0.77 6.405
8925 7.69 1.68 9.887
8926 4.93 0.98 8.692
8927 6.01 2.43 9.685
8928 3.04 0.84 7.513
8929 2.79 0.81 9.03
8930 3.62 0.98 7.052
8931 5.23 1.12 8.236
8932 7.27 1.89 7.358
8933 -6.34 4.66 NA
8934 4.54 1.23 9.61
8935 10.02 1.1 8.164
8936 0.16 1.17 8.907
8937 7.89 1.06 8.195
8938 1.57 1.07 8.15
8939 8.94 0.8 8.453
8940 22.93 5.47 NA
8941 4.34 1.19 7.915
8942 5.32 0.9 8.214
8943 4.95 1.09 8.579
8944 1.53 0.85 7.723
8945 2.76 1.14 7.531
8946 2.78 1.57 9.515
8947 2.46 1.48 9.728
8948 6.27 1.2 8.76
8949 2.64 1.68 9.156
8950 2.45 1.51 9.991
8951 18.23 0.93 6.432
8952 23.17 3.02 9.572
8953 3.45 0.79 8.494
8954 4.05 0.93 8.474
8955 1.21 1.75 10.448
8956 3.88 1.6 9.451
8957 5.82 0.96 6.947
8958 2.84 1.28 8.766
8959 3.85 1.49 8.863
8960 6 1.1 8.553
8961 4.7 1.3 8.955
8962 -0.83 1.06 8.564
8963 9.1 1.23 8.919
8964 3.67 1.12 8.314
8965 6.76 1.24 9.192
8966 27.77 3.55 NA
8967 4.39 0.97 7.705
8968 6.82 2.96 9.594
8969 7.71 4.08 9.326
8970 2.33 0.54 7.171
8971 4.27 0.87 8.905
8972 1.99 0.63 7.068
8973 0.73 1.44 9.309
8974 3.78 0.84 7.061
8975 7.9 1.28 9.249
8976 5.53 0.9 7.605
8977 21.5 0.53 6.102
8978 4.93 0.84 7.369
8979 3.37 0.58 6.739
8980 7.65 0.81 6.887
8981 25.75 1.11 10.06
8982 7 0.98 8.058
8983 8.41 1.17 9.515
8984 4.54 1 7.456
8985 24.2 0.51 6.201
8986 4.72 1.07 9.116
8987 6.25 0.83 5.885
8988 -0.06 0.95 8.84
8989 5.22 0.6 7.19
8990 3.2 1.62 9.5
8991 4.69 1.81 10.244
8992 6.15 1.21 9.101
8993 25.71 1.73 6.106
8994 3.68 0.96 7.599
8995 3.29 0.74 6.084
8996 3.29 1.09 8.191
8997 3.47 2.46 10.771
8998 5.91 0.94 7.94
8999 2.98 2.11 9.801
9000 6.98 3.27 8.559
9001 3.31 1.64 10.166
9002 57.19 0.62 3.808
9003 4.65 0.55 4.961
9004 1.31 1.34 9.283
9005 1.15 0.92 7.465
9006 7.17 1.13 8.34
9007 4.79 1 8.28
9008 5.86 0.62 7.242
9009 2.38 1.02 8.365
9010 16.83 1.35 8.436
9011 1.15 1.52 9.822
9012 9.76 1.35 9.086
9013 4.4 1.59 9.849
9014 2.68 0.99 9.241
9015 10.18 0.78 5.81
9016 5.13 0.59 6.358
9017 5.23 1.31 9.294
9018 9.23 0.94 8.56
9019 4.95 1.21 8.826
9020 2.93 1.26 9.242
9021 6.33 1.19 8.731
9022 9.18 1.01 8.562
9023 10.71 1.08 8.301
9024 -0.24 1.29 9.003
9025 0.64 1.12 8.215
9026 10.29 1.22 8.465
9027 5.62 1.46 10.05
9028 1.57 0.95 8.017
9029 11.47 1.34 7.998
9030 11.62 0.82 8.809
9031 0.99 2.18 NA
9032 3.43 0.8 8.769
9033 5.04 1 7.933
9034 11.35 0.86 7.776
9035 3.91 0.83 8.654
9036 1.52 0.68 7.299
9037 -6.72 5.85 NA
9038 50.76 0.78 8.757
9039 2.2 0.76 6.977
9040 7.45 1.36 9.539
9041 4.44 1.35 8.55
9042 1.02 1.29 9.454
9043 6.46 0.86 6.628
9044 8.76 1.04 8.849
9045 11.79 0.68 7.582
9046 1.26 1.06 8.628
9047 13.66 0.55 6.969
9048 1.86 0.71 7.084
9049 2.16 0.93 8.636
9050 13.71 1.29 9.757
9051 3.4 1.79 NA
9052 0.5 1.26 8.874
9053 22.05 1.45 9.737
9054 1.95 1.22 8.783
9055 8.18 0.85 5.069
9056 14.19 1.26 8.968
9057 2.11 1.73 9.444
9058 6.06 0.88 9.027
9059 9.23 0.89 8.616
9060 5.16 2.14 9.481
9061 20.02 3.09 NA
9062 2.42 1.23 8.844
9063 3.79 1.83 10.43
9064 1.87 1.56 8.747
9065 5.2 4.03 9.504
9066 2.85 1.15 8.598
9067 30 0.92 7.92
9068 1.98 1.26 8.547
9069 9.31 0.82 7.884
9070 9.58 1.5 9.92
9071 0.28 0.78 7.233
9072 1.69 0.61 7.628
9073 3.63 1.38 10.014
9074 13.26 1.98 10.422
9075 3.92 1.2 8.374
9076 11.83 1.25 9.275
9077 2.61 0.74 8.313
9078 2.82 1.28 8.85
9079 37.97 0.61 6.156
9080 0.72 0.93 7.496
9081 11.47 1.78 7.786
9082 7.49 0.9 7.772
9083 4.05 1.5 9.277
9084 6.07 1.25 9.023
9085 2.22 0.84 8.898
9086 6.82 0.99 7.408
9087 0.86 1.24 9.167
9088 29.43 0.91 6.51
9089 12.22 0.59 4.93
9090 6.1 1.85 10.744
9091 4.91 0.78 7.228
9092 1.51 1.17 9.149
9093 1.35 0.98 7.639
9094 0.87 1.06 8.079
9095 5.76 6.87 11.365
9096 4.56 0.92 8.077
9097 6.79 1.26 8.854
9098 0.92 1.07 8.332
9099 0.57 0.91 7.787
9100 2.65 1.01 8.042
